x,y
-0.0001491568806015,-1.88480120436262e-06
0.1083047786695734,-7.923571742731926e-06
0.216825483426617,-4.83187808384832e-05
0.3253148866437349,-0.0001699291655089
0.433803753158287,-0.0003989777890794
0.5422940953761998,-0.0007361017623047
0.6507836514650688,-0.0011870353219428
0.7592711491984652,-0.0017629159422005
0.86775501344254,-0.0024791170009411
0.9762342061918772,-0.0033550106370452
1.0846065845594377,-0.0044156033450463
1.192829193281365,-0.0056810818411835
1.301283662342743,-0.0071927563104892
1.4097336239331395,-0.0089746762182806
1.51816845416326,-0.0110602332072228
1.6265852933515632,-0.0134890140053336
1.734981474214721,-0.0163062853405389
1.843351441437899,-0.019561858588933
1.9516878092677343,-0.0233109376418581
2.0599755591925524,-0.0276180171900925
2.164375052813425,-0.0140656601575853
2.2753196294369187,-0.0075248801276364
2.38392760536886,0.0086866483850964
2.4918006421128043,0.0079343954442507
2.5995270639059007,0.0180759114043104
2.7072355306978864,0.0260732139207121
2.8150858735859905,0.0231883548403095
2.923326259227461,0.0180244025727611
3.0314611623344776,0.0121130813759219
3.139284542058024,0.0109512005758033
3.247816988993077,0.0133899755343671
3.356321237337434,0.0161367641193886
3.4647932421081764,0.0192214464819427
3.573229956683534,0.0226759574482915
3.681623348930409,0.0265365970991723
3.78996812120162,0.0308450727975173
3.898255386383084,0.0356478673360425
4.005827157785929,0.0391362158702753
4.1150202078746565,0.0383897201868604
4.223721405285278,0.0369295675126538
4.332398186782073,0.035218655902078
4.4410441957875,0.0332228785563561
4.548215551937477,0.0291371409767656
4.656799001374528,0.0307964053862077
4.765262821769269,0.0326998041883727
4.873786425563882,0.0348705499068703
4.983281906539271,0.0350006974776266
5.091938717595403,0.0360278162503738
5.200581121346709,0.0372335631854254
5.309211509351189,0.0386346890251179
5.417827270401084,0.0402513655955025
5.526427423920765,0.042102722586821
5.63500953945548,0.0442087016866805
5.743563445075431,0.0465934330179974
5.852327164883277,0.0492101642356259
5.960778252295877,0.0486373550709276
6.069214634438956,0.0479189969691691
6.177633906851766,0.0470325112778714
6.286032479980066,0.0459509714440457
6.394411753520565,0.0446435172711015
6.502765541417024,0.0430740218837875
6.610580348176948,0.0415551824924377
6.718632460877943,0.0398467851546405
6.824456107520171,0.0254142043057219
6.930164711895395,0.0226956140641526
7.040239923458578,0.0265953280117363
7.148086342366645,0.0344938939578189
7.255796426775023,0.0477382386711393
7.357670099278621,0.0805735244056242
7.460172117848617,0.1144671357021079
7.561882416377077,0.1469561926969998
7.668253315233055,0.1649661755804797
7.772013354368479,0.1954803044557074
7.8750309693687806,0.2238615141570321
7.975791040556932,0.2576377857129732
8.068473721523032,0.310747871160957
8.164313376020434,0.3586113112600685
8.265176298976378,0.3973442592231173
8.364971775289568,0.4368736519103063
8.461174011499908,0.4861077069294556
8.56299289170865,0.5228278800373195
8.662596321168888,0.5646989906440116
8.758442366834906,0.6130316404373432
8.85750947380819,0.6547952332593929
8.956605839210207,0.6999940592721435
9.042783957167694,0.7641412482390499
9.118226727000682,0.8411144901651572
9.19657051685621,0.91493833491101
9.274936262255856,0.9879678307417352
9.352441346447131,1.0616859401189616
9.429534718095434,1.1383880469066734
9.506161754568486,1.2134216547604038
9.58512769994421,1.2856286708087952
9.654565334388836,1.3681759217646976
9.736631957353204,1.4391497385117438
9.82337844662965,1.5039996143173846
9.891960862974775,1.584914051928178
9.959449033803672,1.6685040717258393
10.026642844221165,1.7530508166801697
10.096226546907294,1.8332434957868773
10.157350032437066,1.921038075805633
10.21944000299465,2.008515968543538
10.291802800866416,2.0884437372629194
10.365006890010257,2.168232595476037
10.439409162417292,2.2463259270354503
10.517879264903874,2.320819223986264
10.588672932691294,2.4010299362720984
10.670266312012895,2.472438272017481
10.750107213314305,2.5456999912970057
10.833672452870266,2.6142015052766805
10.910868425063924,2.6884333072488054
10.99288497827822,2.7592833312982177
11.064720327549768,2.838241457096848
11.112927443798108,2.9345206581650727
11.164315683200824,3.0282100101537406
11.22060441571054,3.120083446640237
11.276269280784437,3.210776175016406
11.332687499629095,3.302681791158246
11.403554602829276,3.3834468971215546
11.461124852160667,3.4726212883193406
11.481956379403735,3.5759449224923943
11.48787061016557,3.6833215691934
11.49390480513377,3.791436634416692
11.508851900587636,3.895673166583351
11.53647706344906,4.000106663163101
11.56143242037686,4.104938262729565
11.59474982096376,4.20525079888475
11.581951065859068,4.306705842423247
11.550270320076166,4.409132386226751
11.546421837730348,4.516675315507707
11.526942640245863,4.6225891789857725
11.5015093741356,4.7270685944865125
11.486993988455872,4.834898518176075
11.46604357820483,4.941614712536956
11.457610952152848,5.050265658534835
11.45542821627549,5.158475939926547
11.47156010020441,5.265157121045224
11.489078196333242,5.371621503264937
11.5079710639139,5.47784947613062
11.528227156491504,5.583824650162904
11.53806386069392,5.691290273442896
11.531359368747191,5.799334213839406
11.523967090378909,5.907300717115392
11.515884382365163,6.015236097090094
11.507115003475915,6.123113604833121
11.506786912252569,6.2319837427201525
11.517379672533446,6.33905338045751
11.52944539715948,6.446247553510308
11.54294360434223,6.553274049650963
11.55316065036,6.6603660400394045
11.558003761715293,6.768618591794406
11.558714467996031,6.876730921210726
11.565904156482755,6.984654084134963
11.574091979354378,7.092420933374008
11.583394336979463,7.200015068210292
11.588163721249323,7.309369445809085
11.596345614955666,7.417161475918967
11.605638668711867,7.5247809769140925
11.611379558943892,7.6332032362722435
11.612335921096603,7.741943487340239
11.61347328565391,7.850618879721801
11.614818586041633,7.95925435530341
11.616399795724464,8.067915088195022
11.618244261317132,8.176552476148968
11.620386552348135,8.285156068250465
11.622869231415294,8.393706681960149
11.625741265419764,8.50222279819062
11.629059008394416,8.61068617872752
11.621783911927729,8.717364355696747
11.609039218964975,8.824734217547771
11.595615561867996,8.932107423972077
11.581527169328645,9.039394165374064
11.566777651560155,9.146591087323502
11.551370725697383,9.253695556147504
11.535310866607707,9.360704680243442
11.527288953870157,9.470090451743628
11.527965766958143,9.57885330829772
11.528785683898027,9.687605324003584
11.52976766177008,9.796343948037112
11.53093305539518,9.905066427486592
11.532306000826626,10.013745622169326
11.53391730023526,10.122339915295315
11.5358025422317,10.23093167498267
11.537995257773042,10.33952909776903
11.540536542995136,10.448085639055178
11.543476316874813,10.556574555781609
11.54687398296178,10.665028563012752
11.554529092671991,10.773088114845269
11.558859146573004,10.88146250870186
11.563845504497513,10.989716283874149
11.569574193538369,11.097873348684464
11.57614610394033,11.205915582272512
11.586012260842526,11.313570623603525
11.594742804070526,11.42128517104777
11.604697744805438,11.528815650508598
11.616013353235134,11.636124010469526
11.62874465283625,11.743272144653297
11.638324179393942,11.849430898725249
11.621681436803277,11.95643044195609
11.604390903687277,12.063245010909291
11.5864476722796,12.16995190590236
11.567855362771,12.276547613167676
11.54861893070623,12.383029539415627
11.528742975983006,12.489395685788514
11.508245902792185,12.595588690952397
11.504533861232929,12.705743324608065
11.502394836872924,12.814242203538738
11.4999803024151,12.922654046681618
11.472888098305967,13.026022225201173
11.458192840782718,13.132179896612628
11.444955059934111,13.238004746463538
11.425076719822728,13.34177772503458
11.376820320062304,13.43595496907654
11.312614396791908,13.522146705021871
11.249281154789786,13.610747796687589
11.189286498054445,13.694173600916516
11.140036502669732,13.789895778834094
11.090634523804306,13.886113088757666
11.028021892119654,13.974331251436798
10.953347797000456,14.05258885596799
10.878860549043385,14.131027057074556
10.804556891758278,14.209638937583646
10.730433302399431,14.28841780057268
10.656484878982392,14.36735849491186
10.582714868643786,14.446451282951466
10.509279345689333,14.52552210628162
10.43610942864338,14.604640763916429
10.361387433290746,14.684419386122697
10.286209841855234,14.762155017231867
10.211227630610525,14.840080669335784
10.138927696435193,14.919055803696503
10.065494466097,14.998458585906524
9.992216800454573,15.078010956102045
9.919092418536705,15.157709932094962
9.846117553926836,15.237550135501587
9.773288771848428,15.317527098407654
9.690549928273777,15.386215543404276
9.605590719730168,15.45290900154233
9.521000807579416,15.520077135218756
9.436774395246433,15.587708870567658
9.352909097083714,15.65579236347834
9.269404899081234,15.724311113185204
9.18684062872129,15.793104327457076
9.095790003572567,15.84321729240339
8.993566587174048,15.867922649515725
8.890331675616912,15.888885212321355
8.784050455571727,15.888357778151544
8.678098188227482,15.876801691940225
8.575455267378373,15.849053070654326
8.481105544385327,15.799376609120491
8.38842254020777,15.74414814407656
8.281050719646391,15.715244438904453
8.18996355190226,15.780648192717464
8.116087564678033,15.862149978580636
8.00988357417463,15.886367126818996
7.903793182025327,15.905891685629811
7.797976983901938,15.92681711709032
7.69246388362088,15.949131288092092
7.587402309796437,15.97279112012027
7.482969865350273,15.997760376742487
7.377695816254534,16.023709563280097
7.270003187949974,16.02049116213997
7.162778334102073,16.005878787551445
7.055776765487712,15.990609412652974
6.949109345237623,15.974693519092714
6.842256137001029,15.958057500107875
6.735443350163198,15.940751097758811
